Al;#4676BB
Bu;#4676BB
Cr;#4676BB
Gr;#4676BB
Ma;#4676BB
Se;#4676BB
Is;#DE4327
Tu;#D1E5F0
Ka;#BF812D
Ru;#BF812D
Ba;#666666
Ch;#666666
In;#666666
Ho;#666666
Ta;#666666
Th;#666666
Vi;#666666
Ke;#FAA521
Na;#FAA521
Ni;#FAA521
So;#FAA521
