0	-5.614282186476968	-5.942671768004615	-6.0998267802812505	-5.419707521727274	-6.033256128947903	-6.367264099744326	-4.666371261739325	-5.945115936103303	-5.78671040017255	-5.6173426902453745	-5.808661357219836	-5.27685040770399	-5.815047211666473	-6.198248726578671	-5.89589816310871	
-5.614282186476968	0	-5.639201606866018	-5.487599280009585	0	-5.656030354369496	-5.285264440091074	-4.8232448515065185	-5.604452170675115	-5.50372386213436	-5.490760595936428	-5.51540788566629	-5.345676454852118	-5.555423851831516	-3.548223495104429	-5.547950768609789	
-5.942671768004615	-5.639201606866018	0	-6.151289553082389	-5.429941984557682	-6.046812365363633	-6.523768361617874	-4.54233332584744	-5.948159680497813	-5.718991883116535	-5.443170159402416	-5.744033257574837	-5.048614809442658	-5.762798819831012	-6.358987768013362	-5.873277176475805	
-6.0998267802812505	-5.487599280009585	-6.151289553082389	0	-5.316903052840609	-5.57030245254321	-6.1907568367869805	-4.59670045714415	-6.0087859634218574	-6.029378519877088	-5.931717374684416	-6.020056977076401	-5.571689731779812	-5.689876445885461	-6.136661094755512	-5.981130273924951	
-5.419707521727274	0	-5.429941984557682	-5.316903052840609	0	-5.697423039527721	-5.103420852146302	-4.789919788096326	-5.4226085827303425	-5.321880274189588	-5.320064368767453	-5.333564297721518	-5.214908174583094	-5.384727624662541	-3.3663799071596565	-5.366107180665017	
-6.033256128947903	-5.656030354369496	-6.046812365363633	-5.57030245254321	-5.697423039527721	0	-5.973937754032839	-4.75128411491592	-5.793543133453053	-5.860809001616968	-5.818933650774375	-5.851053106069823	-5.625139801247921	-5.74177832710598	-5.968049852966692	-5.813008476651903	
-6.367264099744326	-5.285264440091074	-6.523768361617874	-6.1907568367869805	-5.103420852146302	-5.973937754032839	0	-4.985682020500064	-Infinity	-Infinity	-6.786536761790857	-Infinity	-5.780498711062177	-6.113356496253027	-Infinity	-Infinity	
-4.666371261739325	-4.8232448515065185	-4.54233332584744	-4.59670045714415	-4.789919788096326	-4.75128411491592	-4.985682020500064	0	-3.99582229096411	-4.427447166916008	-4.422121113162553	-4.38973226985575	-4.385490993215077	-4.0264902456322025	-4.881257638530085	-4.234323120242111	
-5.945115936103303	-5.604452170675115	-5.948159680497813	-6.0087859634218574	-5.4226085827303425	-5.793543133453053	-Infinity	-3.99582229096411	0	-Infinity	-6.087057983458537	-Infinity	-5.096357573305501	-4.556939919558137	-Infinity	-Infinity	
-5.78671040017255	-5.50372386213436	-5.718991883116535	-6.029378519877088	-5.321880274189588	-5.860809001616968	-Infinity	-4.427447166916008	-Infinity	0	-5.381996308371461	-Infinity	-4.204178860040037	-5.350866199637806	-Infinity	-Infinity	
-5.6173426902453745	-5.490760595936428	-5.443170159402416	-5.931717374684416	-5.320064368767453	-5.818933650774375	-6.786536761790857	-4.422121113162553	-6.087057983458537	-5.381996308371461	0	-5.4433475350104485	-3.8873679671122954	-5.26977517511837	-6.619928698943841	-5.871174674393833	
-5.808661357219836	-5.51540788566629	-5.744033257574837	-6.020056977076401	-5.333564297721518	-5.851053106069823	-Infinity	-4.38973226985575	-Infinity	-Infinity	-5.4433475350104485	0	-4.362753388222024	-5.2849809973417905	-Infinity	-Infinity	
-5.27685040770399	-5.345676454852118	-5.048614809442658	-5.571689731779812	-5.214908174583094	-5.625139801247921	-5.780498711062177	-4.385490993215077	-5.096357573305501	-4.204178860040037	-3.8873679671122954	-4.362753388222024	0	-5.012911091525249	-5.611625490160799	-4.866827889584827	
-5.815047211666473	-5.555423851831516	-5.762798819831012	-5.689876445885461	-5.384727624662541	-5.74177832710598	-6.113356496253027	-4.0264902456322025	-4.556939919558137	-5.350866199637806	-5.26977517511837	-5.2849809973417905	-5.012911091525249	0	-5.985042354336194	-4.967325346178926	
-6.198248726578671	-3.548223495104429	-6.358987768013362	-6.136661094755512	-3.3663799071596565	-5.968049852966692	-Infinity	-4.881257638530085	-Infinity	-Infinity	-6.619928698943841	-Infinity	-5.611625490160799	-5.985042354336194	0	-Infinity	
-5.89589816310871	-5.547950768609789	-5.873277176475805	-5.981130273924951	-5.366107180665017	-5.813008476651903	-Infinity	-4.234323120242111	-Infinity	-Infinity	-5.871174674393833	-Infinity	-4.866827889584827	-4.967325346178926	-Infinity	0	
