state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.halfDF	age(MH893760.2)	age(OK318001.1)	age(OP688129.1)	age(OP688128.1)	age(OP297402.1)	age(ON400507.1)	age(MW656253.1)	age(MN072619.1)	age(KX683219.1)	age(AF325528.1)	age(AF409137.1)	treeLikelihood	branchRates	location.traitLikelihood	coalescent
100900000	-190537.72230172408	-462.7280225056546	-190074.99427921843	83.86927229611712	1937.130727703883	374.38290407675345	29.873264825686242	0.5845667625527861	2.401483755175187	0.27567570625033566	0.08112267424490106	2.169246657526991	0.4879044442498239	0.37576698841185685	0.1272115395117548	0.1324335523438683	0.36458791973252525	0.1549403093385876	2.0513219132372135E-5	2.203748867047441E-4	4.354480101637213E-6	1.7168390162853764	0.15537300707938456	0.007406684290096088	0.0012500413764306014	0.0012500413764306014	0.006371142625613619	-0.18197168146685544	139.63707946018715	-27.397303320038315	-27.397303320038315	162.33316745959	80.17647030299761	0.638842864178382	5.556491181000013	2.603379150453089	0.0	0.0	1.772956664520127	0.3367873998766609	2.0704956983777123	62.51014434811372	46.42659115117209	62.8228508690567	21.912820600370477	-189882.29498432064	-276.51721297374405	-192.69929489777493	-143.7940659927407
101800000	-190531.8276373744	-461.7152665074356	-190070.11237086696	86.15361699704887	1934.8463830029511	384.8203344285292	53.26165074262772	0.6322292396676272	2.281050491953632	0.2849637208892714	0.24920197450728215	2.3530666641531806	0.19948790882903183	0.37737199546245054	0.12796073622533055	0.13121691763456028	0.36345035067766335	0.6998620919971057	1.4937532699132326E-5	1.5303295579293622E-4	4.385368753821517E-6	1.6496319048634862	-0.11673096837839465	0.015198160273530402	-0.004109683009427353	-0.004109683009427353	0.02767200812464637	0.20039758180375777	68.55036462500388	10.180694784434932	10.180694784434932	37.64957800268324	87.07295403058414	0.4543537776029861	5.724622564271851	2.6117004032518416	0.0	0.0	1.3144749687340584	0.36920569445471463	2.936339878364163	62.05436802183238	46.34757893706114	62.45680777791786	21.855085106307786	-189885.1405087184	-276.51721297374405	-184.97186214855918	-152.13129825076155
102700000	-190562.5525532152	-480.0409174001562	-190082.51163581506	73.04649913949564	1947.9535008605044	343.6558240503537	28.53475200952204	0.51758322465624	2.2859828711897956	0.24685122388415132	0.24638635989053134	2.1082402620432004	0.594956058336106	0.3784940669763338	0.12583554774908293	0.1329970023258392	0.3626733829487481	0.10188359155770126	9.460449679959917E-6	1.0662330168731799E-4	4.79873887864457E-6	1.791808142928631	3.6150655517443566E-4	0.009015937265090496	-0.0030021633848891695	-0.0030021633848891695	0.00814963883281874	0.3502351272762726	126.42224189752073	46.5714166536955	46.5714166536955	139.8607993853773	90.9064801728932	0.6550498445928884	5.7333083835488665	2.6510463098100225	0.0	0.0	1.3131215731373382	0.37749653702322006	2.9993876008400218	62.91931986089985	46.800002446851835	62.65105327573109	21.292203982281954	-189886.29929336012	-276.51721297374405	-196.2123424549247	-144.98681871267289
103600000	-190522.70986676938	-458.11739391213655	-190064.59247285724	105.21168312429009	1915.7883168757098	407.0665512614866	28.624109936857945	0.5852913707318153	2.5175583240354746	0.2991724583956221	0.09017514610268594	1.9329793272725706	0.5748233734618498	0.3775397486975582	0.12627231957986437	0.1320628153082349	0.36412511641434625	0.1976993006733031	4.80207103095454E-6	5.966446496267194E-6	4.357345056457827E-6	0.9752976377255075	0.06332714834271266	0.04805205232844988	-0.004313860060270364	-0.004313860060270364	0.014969406017354846	0.16084508628105224	21.36346282550115	6.156489370730886	6.156489370730886	68.57708531772938	74.41668532934602	0.43863433929743323	5.238616611733947	2.670625240677945	0.0	0.0	1.947892251679095	0.46118425910042593	2.8191147397594496	62.09746080274599	46.76035961871217	62.782397940315285	21.35992464996941	-189877.62489783732	-276.51721297374405	-186.96757501991135	-145.88344626161242
104500000	-190553.7663348329	-459.5664040832126	-190094.1999307497	112.44163419948026	1908.5583658005198	545.3248362512852	50.41746944703003	0.45339780584149614	2.656819373140971	0.3331669567502474	0.16186227795870015	1.8633215716870282	0.531432014621581	0.3804822983604103	0.12621564877807204	0.12908992625971558	0.3642121266018053	0.19079444802430542	3.5331840443423568E-6	1.1796866785489016E-5	2.643704328951193E-6	2.514398942149124	-0.06472868822670344	0.04837972371260808	-0.002441264184574678	-0.002441264184574678	0.010525944422230439	0.10818138855054599	20.91458409197012	4.850683514076811	4.850683514076812	96.12836239156336	60.31797078317621	0.4602262088774602	5.824630699038529	2.613558754232931	0.0	0.0	1.1310434397354188	0.4077123509211937	2.2270692959565794	62.213893529719954	46.37951741686163	62.78086013703318	21.428324189028178	-189892.37710468206	-276.51721297374405	-201.82282606763286	-165.52390954893463
105400000	-190561.4059402486	-482.00059280449074	-190079.40534744412	126.33764795643744	1894.6623520435626	445.4139458465386	23.493876331358443	0.535382932519214	2.804657615683854	0.261433839964461	0.049766799200003875	1.9237689034327157	0.4249899091997759	0.3767875407687861	0.12629217386779978	0.13162598379722643	0.36529430156619025	0.719616399000549	2.628363567897832E-6	2.68337274778257E-6	3.580683755841161E-6	0.8772300901636836	0.08542754725401107	0.008072613962891459	-0.0016845588825553323	-0.0016845588825553323	0.003906262656381461	0.2999842010170585	136.12562885049684	58.70358892762118	58.703588927621176	281.31483948492337	71.11784714207258	0.6797333698169427	5.345323934388965	2.6623509064889124	0.0	0.0	1.6562179802666608	0.04720810889136606	2.901434245156897	62.236369784339225	46.00717191908553	62.895053825273536	21.849774080263707	-189884.0933475071	-276.51721297374405	-195.3119999370345	-146.65541718149507
106300000	-190546.22060098	-476.25016720137626	-190069.97043377862	91.14419156773022	1929.85580843227	410.32046328795906	36.873944220349934	0.6334255810987128	2.7220120812349387	0.452530395577024	0.02163159632286274	1.877935000890005	0.29246534487648285	0.3744492425908458	0.12693184979396022	0.13200463786405373	0.36661426975114364	0.14440311150138133	4.604824906767138E-6	1.579749253416372E-5	3.914543514652923E-6	2.023537406759478	-0.045991382327671554	0.014969710942824161	-0.005163084657305342	-0.005163084657305342	0.008568887816645124	0.45586926241460046	84.3258930062129	50.80959556364101	50.80959556364101	147.31599599733718	85.29103467489146	0.5408924624849886	5.698822048131326	2.6674269323837874	0.0	0.0	1.7161610851776987	0.923071954833578	2.2578844624504804	62.90658439412699	46.45176548321043	62.51365305839975	21.209001894050772	-189880.97691391868	-276.51721297374405	-188.9935198599489	-148.4006171048591
107200000	-190530.5532765116	-459.1616063710299	-190071.39167014058	101.25011700319315	1919.749882996807	408.36457153166543	26.325444184672907	0.5320643754773314	2.360070565225177	0.38766949620362257	0.07660855285185686	2.3443806941049585	0.29920631613707765	0.37696780761665577	0.1263349283538626	0.1312069745043057	0.365490289525179	0.13942950439818796	9.707188984128407E-6	5.255386714261532E-5	4.325640536654677E-6	3.2688871797639174	-0.11923600803570437	0.017293404559079923	-0.005009238589070313	-0.005009238589070313	0.011455304820612303	0.35590012604095944	66.212286155732	28.95367203891921	28.95367203891921	99.95682080954319	85.89432775198517	0.5537143803542207	5.297689097393787	2.6109595260874374	0.0	0.0	1.781941254109343	0.0625762048517946	2.9860792631023503	62.70863752413827	46.35587210743942	62.535240198771675	21.337838468471777	-189882.1567553619	-276.51721297374405	-189.23491477866713	-143.72671192576826
108100000	-190518.02191779314	-446.23134023431624	-190071.79057755883	133.84142235057882	1887.1585776494212	575.4883341954088	67.0009863111121	0.7693949105937878	2.6433835663534726	0.2894467987381855	0.092904360709641	1.842089518566718	0.36278084503822294	0.3772803349771343	0.12565838168599142	0.13115115063767688	0.36591013269919975	0.13859817317617232	1.57558219702217E-5	3.3753874913484267E-4	2.7958025574264847E-6	2.194308643042573	-0.04719443397713035	0.049217046359585334	-0.02566860965589697	-0.02566860965589697	0.05993023192840909	0.47263033532255505	26.162278581374235	11.205518400401694	11.205518400401695	21.485484644044888	62.720430298417334	0.46020241466553935	5.655666749029015	2.59229113131202	0.0	0.0	1.322354726817855	0.32079953682736695	2.696614769780353	62.09170754837297	46.93529862491522	62.017349326278946	21.361876807059083	-189878.50304128893	-276.51721297374405	-193.28753626990877	-167.106035766885
109000000	-190555.77588437116	-472.7618298927077	-190083.01405447847	72.76183779892988	1948.23816220107	296.9427327824935	34.84458255253828	0.4704680841566629	2.573438170303485	0.38162860417524946	0.21762843962979087	1.8721134430599582	0.48472325867488164	0.3789497257071892	0.12631176721839368	0.13180566348863312	0.3629328435857867	0.15632932032154945	1.1695439080413496E-4	0.012680898844484315	5.848901174575555E-6	3.4550803392080085	0.07400015807533583	0.018090532820851383	-0.005090545992849454	-0.005090545992849454	0.008626108356177383	0.40750339553534426	66.28470451752146	39.11675149863378	39.116751498633775	139.01119404974	115.85202710510202	0.43388655900791434	5.438764074185855	2.667857712756329	0.0	0.0	1.7119712725528833	0.8934951455856043	2.9402077724503144	62.665232158803335	46.17561199072696	62.827062509342234	21.09914105289962	-189888.81148898794	-276.51721297374405	-194.20256549053178	-142.11224953528128
